class,class_id
alluxio_util_io_PathUtils,0
alluxio_RedirectOutputRule,1
alluxio_underfs_UnderFileSystemConfiguration,2
alluxio_util_CommonUtils,3
alluxio_underfs_UnderFileSystemFactoryRegistry,4
alluxio_underfs_UnderFileSystem,5
alluxio_underfs_Fingerprint,6
alluxio_underfs_UfsStatus,7
alluxio_underfs_ObjectUnderFileSystem,8
alluxio_uri_SingleMasterAuthority,9
alluxio_wire_AlluxioWorkerInfo,10
alluxio_wire_FileBlockInfo,11
alluxio_wire_ConfigCheckReport,12
alluxio_wire_ConfigHash,13
alluxio_wire_BlockInfo,14
alluxio_wire_FileInfo,15
alluxio_wire_BackupStatus,16
alluxio_wire_AlluxioProxyInfo,17
alluxio_wire_InconsistentProperty,18
alluxio_wire_WorkerInfo,19
alluxio_wire_WorkerNetAddress,20
alluxio_client_block_BlockMasterClient,21
alluxio_wire_AlluxioProxyInfoTest,22
alluxio_wire_InconsistentPropertyTest,23
alluxio_wire_MountPointInfoTest,24
alluxio_client_block_BlockWorkerInfo,25
alluxio_client_block_RetryHandlingBlockMasterClient,26
alluxio_wire_WorkerInfoTest,27
alluxio_client_file_BaseFileSystem,28
alluxio_client_block_stream_NoopClosableResource,29
alluxio_client_file_URIStatus,30
alluxio_client_block_stream_TestBlockInStream,31
alluxio_client_file_cache_LocalCacheManager,32
alluxio_cli_Format,33
alluxio_cli_ValidationToolRegistry,34
alluxio_cli_PortAvailabilityValidationTask,35
alluxio_cli_UfsSuperUserValidationTask,36
alluxio_conf_InstancedConfigurationTest,37
alluxio_conf_DeprecatedKeyChecker,38
alluxio_conf_path_SpecificPathConfiguration,39
alluxio_conf_ServerConfiguration,40
alluxio_conf_path_PrefixPathMatcher,41
alluxio_master_BackupManager,42
alluxio_master_block_BlockMasterMetricsTest,43
alluxio_master_file_meta_Inode,44
alluxio_master_AbstractPrimarySelector,45
alluxio_master_MasterRegistry,46
alluxio_master_AlluxioMasterProcess,47
alluxio_master_MasterFactory,48
alluxio_master_MasterProcess,49
alluxio_master_MasterContext,50
alluxio_master_CoreMaster,51
alluxio_master_LocalAlluxioJobCluster,52
alluxio_metrics_Metric,53
alluxio_master_LocalAlluxioMaster,54
alluxio_metrics_TimeSeries,55
alluxio_metrics_MetricsSystem,56
alluxio_resource_ResourcePool,57
alluxio_worker_block_BlockLockManagerTest,58
alluxio_worker_block_io_LocalFileBlockReader,59
alluxio_worker_block_io_LocalFileBlockWriter,60
alluxio_master_journal_JournalSystem,61
alluxio_test_util_CommonUtils,62
alluxio_cli_extensions_command_UninstallCommand,63
alluxio_test_util_ConcurrencyUtils,64
alluxio_worker_AlluxioWorkerProcess,65
alluxio_worker_JobWorkerIdRegistry,66
alluxio_worker_JobWorker,67
alluxio_master_backup_BackupTracker,68
alluxio_master_backup_AbstractBackupRole,69
alluxio_master_file_FileSystemMasterAuditContext,70
alluxio_master_file_UfsDeleter,71
alluxio_yarn_ApplicationMaster,72
alluxio_yarn_ContainerAllocatorTest,73
alluxio_yarn_CommandBuilder,74
alluxio_yarn_ContainerAllocator,75
alluxio_yarn_Client,76
alluxio_SyncInfo,77
alluxio_client_job_JobContext,78
alluxio_client_job_JobMasterClient,79
alluxio_exception_status_AbortedException,80
alluxio_client_job_JobGrpcClientUtils,81
alluxio_job_TestPlanConfig,82
alluxio_job_JobIntegrationTest,83
alluxio_job_JobServerContext,84
alluxio_job_meta_JobIdGenerator,85
alluxio_job_plan_meta_PlanInfo,86
alluxio_job_wire_JobServiceSummary,87
alluxio_job_workflow_WorkflowExecution,88
alluxio_util_URIUtils,89
alluxio_job_plan_transform_format_csv_CsvReader,90
alluxio_job_plan_transform_format_csv_CsvRow,91
alluxio_job_plan_transform_format_csv_CsvSchema,92
alluxio_master_job_JobMaster,93
alluxio_multi_process_Utils,94
alluxio_master_job_JobMasterClientServiceHandler,95
alluxio_multi_process_MultiProcessCluster,96
alluxio_wire_MountPointInfo,97
alluxio_cli_bundler_command_CollectEnvCommand,98
alluxio_wire_PersistFile,99
alluxio_wire_FileSystemCommandOptions,100
alluxio_cli_fsadmin_command_Context,101
alluxio_cli_fs_FileSystemShellUtils,102
